trip_id,biker_id,from_station_id,to_station_id,tripduration,temperature
4895920,21596,92,174,10.13333333,75.9
7854400,15415,321,284,8.316666667,57.9
3878444,16049,87,307,8.75,59
11107545,22756,174,291,12.96666667,84.9
13576829,22045,134,192,4.433333333,64.9
4540817,16650,241,22,2.9,12.9
12183720,18616,56,77,9.216666667,62.1
11634636,16236,349,340,8.316666667,72
10575847,14587,118,180,13.61666667,84.9
5227046,19467,66,192,3.6,46.9
12772097,13720,26,91,13.3,64.9
16829097,10099,286,56,9.466666667,64.9
5209240,19522,56,91,3.283333333,66.9
2086845,14640,287,229,27.08333333,73.9
12375922,20305,186,233,9.166666667,70
4237274,13094,72,120,3.416666667,30
12782196,20656,286,48,10.8,54
8787712,12113,91,110,9.283333333,32
5837923,24121,134,192,4.55,69.1
4113550,14886,331,313,14.11666667,42.1
10053058,11280,115,289,11.66666667,66.9
16606451,13074,268,294,28.11666667,89.1
16986341,17566,459,452,16.63333333,66.9
10620798,19244,43,164,6.333333333,80.1
17497798,12643,77,197,7.416666667,43
1211787,20398,74,138,7.166666667,17.6
11425931,22008,90,85,19.25,70
9083619,19093,49,181,6.166666667,46.9
2628500,12857,36,53,9,73.9
8351472,11731,31,48,4.9,39.9
11239966,24319,61,276,7.533333333,82
17401650,18759,153,115,3.033333333,39
6138172,20992,24,85,7.483333333,63
11272957,22335,19,22,2.333333333,84
17230942,17094,331,58,11.38333333,35.1
1856195,12784,5,72,6.066666667,59
12379437,11181,620,182,3.8,77
3962330,13950,47,48,10.76666667,54
7416035,22093,114,140,16.91666667,55
1677053,11921,73,26,13.23333333,53.1
15622822,21247,153,227,6.083333333,73.9
16531841,12538,21,81,13.43333333,91
5819863,17891,312,220,11.2,75
9086684,12798,142,84,11.41666667,44.1
11137134,14074,101,247,12.18333333,73
12133682,11690,81,220,22.58333333,63
5598000,11092,231,312,4.2,66.9
2404871,20790,117,227,7.866666667,73
11123495,11891,182,340,19.88333333,90
11263086,21589,61,210,3.533333333,89.1
16767740,15916,241,19,5,70
13179866,17893,125,91,7.65,39
9871080,12313,186,198,7.966666667,63
3313482,24449,91,134,5.166666667,73.9
8996954,24721,30,211,18.98333333,45
16980574,15639,145,198,25.3,69.1
8592578,12217,170,287,18.71666667,1
7262853,20776,110,181,3.066666667,82
5355739,16837,113,220,14.96666667,71.1
10399114,13188,254,254,4.85,73.9
15698741,23405,332,349,2.433333333,80.1
12284554,20072,286,195,8.85,68
1649346,24186,338,98,16.13333333,71.1
4212587,18969,48,66,6.9,34
6000329,23427,190,67,4.566666667,75
4887717,24401,36,100,6.55,57
7993169,19367,5,196,13.9,55.9
5117759,15649,77,50,6.616666667,59
1599674,17099,91,47,7.783333333,68
15167993,21181,158,310,4.816666667,78.1
7781277,12405,30,372,9.55,52
10393976,15010,451,334,27.8,80.1
8119734,19129,425,426,6.233333333,46
5169553,23680,174,346,9.25,75.9
15119048,24939,91,26,10.66666667,82
6676046,22047,117,153,5.833333333,63
8520038,18271,328,424,7.766666667,36
3213243,15345,283,91,8.983333333,73.9
15856909,24749,327,286,22.05,75
12373870,14449,522,605,16.85,69.1
3830629,17229,241,342,8.766666667,71.6
8134383,19543,141,327,6.783333333,45
13015990,16162,99,39,9.25,28.9
15424767,21862,29,135,19.03333333,73
4229017,23841,234,141,20.23333333,26.1
1302019,24350,48,331,5.716666667,37.4
15738318,23828,604,597,16.46666667,77
16318489,12404,128,71,12.26666667,70
11733874,11938,464,230,15.25,80.1
13057189,18134,96,47,10.98333333,39
10541633,11989,81,173,15.13333333,82.9
14188171,18974,497,260,7.083333333,73
7173198,18251,209,110,25.51666667,71.1
14792694,15751,31,364,3.733333333,75.9
16546743,19111,183,69,4.85,79
6204342,19209,312,249,7.666666667,80.1
9056138,20459,240,306,2.75,57.9
14241302,17808,346,126,22.01666667,71.1
16143351,15518,220,232,9.833333333,72
14877661,16234,85,145,23.28333333,75.9
8955920,17039,331,289,14.7,46.9
3330015,16623,53,112,13.63333333,70
8297389,14622,48,54,4.666666667,55
9543693,19257,166,302,5.55,45
7478513,15739,108,255,15.51666667,79
7805526,21060,134,191,6.25,57.9
8140722,21598,403,402,3.95,63
13431097,22355,349,117,6.1,34
15268460,11205,195,91,11.41666667,82.9
7587017,16241,80,133,11.68333333,66
11711869,16782,337,61,17.53333333,69.1
17038620,16328,184,148,3.25,75
16613772,15199,71,359,12.68333333,91
7135181,11073,174,34,22.6,64.9
11362784,15553,254,90,46.5,71.1
3071121,13938,243,297,6.15,79
7560831,24291,141,180,6.433333333,69.1
16134300,13085,38,255,12.51666667,80.1
5540715,19354,107,5,9.883333333,75.9
9410513,18897,414,174,5.8,62.1
4036072,17948,43,51,2.916666667,48.9
10963612,23990,31,254,19.11666667,84.9
7589039,21122,190,141,11.51666667,61
10834178,11863,100,40,10.06666667,84.9
8368689,22287,152,87,4.983333333,28
16165147,21362,161,52,7.95,59
14574010,23283,287,90,7.333333333,84.9
11242561,13581,75,175,6.183333333,86
14586390,20627,347,227,2.666666667,80.1
4853127,11865,80,346,3.466666667,64
1545987,13654,287,164,3.133333333,48
7702730,19801,80,287,9.75,68
5550091,13794,156,177,11.46666667,80.1
7365588,22340,31,66,12.05,73.9
1657888,23768,52,333,21.48333333,73.9
14528424,21265,172,300,37.03333333,71.1
2526485,21546,325,242,9.616666667,64
17195197,16727,301,53,7.333333333,39
11513427,10691,191,49,5.666666667,82.9
15488069,11130,77,414,6.033333333,68
12790178,10953,399,399,14.6,32
10085013,14482,403,19,20.48333333,69.1
9527684,16759,58,153,13.53333333,57
12493112,10063,58,163,8.25,52
17129458,20141,134,133,9.4,45
2408962,10975,144,324,16.51666667,75.9
15771667,23576,317,133,19.65,66
4759984,14302,108,342,9.233333333,50
6521467,12982,211,94,17.91666667,75.9
17413956,11681,22,32,2.7,64
2793634,21584,37,46,17.06666667,82.9
10980985,12601,261,241,17.05,73.9
2953749,17927,31,54,6,69.1
15268559,12352,352,400,13.3,82.9
15655404,12600,181,140,4.183333333,70
16881778,12537,232,268,22.45,75
1539317,23408,77,342,16.8,42.1
9692469,19952,327,75,28.33333333,66.9
9463140,16823,55,241,3.55,54
8613463,20179,174,57,8.733333333,3.9
7159818,13833,48,191,11.61666667,66.9
14293848,17309,98,31,11.81666667,84
8126279,12125,60,190,10.38333333,55
8247099,16465,74,211,8.433333333,54
7882626,20015,171,342,19.08333333,70
2149020,16469,49,140,18.65,90
16161753,18111,298,311,8.033333333,64.9
4533326,15108,349,332,2.666666667,23
4719128,24048,131,114,7.35,23
7719344,16330,243,244,7.966666667,61
16012984,10381,197,133,16.91666667,72
12159491,13732,112,43,55.4,62.1
14695829,24189,307,143,12.96666667,81
5321193,24585,43,4,41.9,73
16812418,20314,210,130,4.333333333,75.9
9618107,13580,313,99,18.41666667,57.9
10798466,15989,211,91,13.28333333,84
3597189,23717,119,285,3.866666667,59
12041278,11495,73,220,29.1,71.1
10564952,12622,75,313,35.26666667,71.1
8673351,21136,503,94,26.48333333,43
16922615,22735,212,364,11.43333333,59
15895461,11781,227,188,11.48333333,77
10214336,21296,75,33,9.4,84.9
7404343,15175,45,149,23.38333333,62.1
16574928,19890,100,182,8.55,93
17301526,17373,143,77,25.85,45
16350945,17511,18,81,2.983333333,60.1
16282837,10193,289,172,10.51666667,66
16576213,16920,46,289,5.366666667,91.9
6658948,19410,192,25,20.26666667,77
15647924,16369,334,479,28.76666667,73.9
12106344,12342,47,212,4.683333333,69.1
11223702,13126,73,47,10.55,86
2884861,22186,84,144,14.83333333,71.6
16705028,19875,462,294,5.566666667,64
8663764,20681,75,39,5.85,21
12699950,20075,331,49,20.46666667,57
11649156,12989,176,110,4.966666667,69.1
1758799,18323,144,113,3.883333333,66.9
13137749,22039,133,48,5.3,19.9
6790610,17920,4,103,19.01666667,72
13185359,18245,349,156,6.566666667,44.1
16645769,10972,2,35,9.266666667,88
16247131,22301,59,5,7.633333333,69.1
2763989,16403,44,26,10.48333333,61
4853590,19254,328,345,8.016666667,64
9391320,23808,282,47,18.33333333,57
14048470,16735,192,43,9.983333333,75.9
2100866,20533,115,13,2.016666667,78.1
10653566,13829,227,296,8.65,84
15042071,13057,153,53,29.31666667,84
11648729,20522,434,21,12.78333333,66.9
14132040,12449,38,26,13.73333333,60.1
10897768,21922,332,302,3.683333333,71.1
5677968,17557,192,48,12.13333333,55.9
12155062,12746,449,432,3.766666667,60.1
5682237,15833,68,175,2.983333333,71.1
7477833,19795,212,115,22.78333333,79
3253848,14211,128,80,12.93333333,73.9
10735909,14877,42,280,16.73333333,70
11143662,20036,145,291,9.433333333,84
11624615,23380,242,239,5.966666667,73
17323108,20809,72,321,6.816666667,43
14216566,22094,123,502,2.6,75.9
11788304,17287,321,39,4.983333333,77
15651335,20483,140,53,5.55,73.9
7918177,18077,286,50,2.6,54
6924207,17180,295,344,9.283333333,75.9
6966685,24132,24,158,25.21666667,77
13289928,18608,287,346,12.85,64.9
7389373,18912,174,31,7.983333333,63
17370716,21937,48,66,7.483333333,41
15982070,24954,192,56,5.483333333,71.1
15730816,13809,337,100,5.466666667,73
5047264,20738,178,59,7.783333333,59
15769292,16259,158,13,23.46666667,68
3089510,15129,13,324,4.816666667,66
7549525,15362,343,259,21.9,69.1
7461416,21808,106,173,4.666666667,80.1
14203925,16435,114,220,16.13333333,75
12489223,20148,426,423,4.316666667,50
4059666,17763,220,67,7.883333333,69.1
3704425,16840,37,91,6.616666667,72
14719758,12084,110,176,4.433333333,69.1
16006027,12020,225,223,4.316666667,64.9
10093064,20283,89,43,30.56666667,84.9
12243655,19597,16,250,16.35,48.9
14359375,15478,97,45,15.58333333,68
12789553,14017,223,87,3.566666667,27
12652077,15657,75,71,7.65,48.9
12675470,21518,174,112,8.016666667,54
8352539,17970,43,211,6.283333333,39
13803274,14675,211,273,14.13333333,64.9
10945123,10658,80,289,26.08333333,84.9
13321141,18431,330,94,18.18333333,45
14776740,12230,58,309,6.516666667,63
12753589,24051,100,53,5.283333333,48
10818471,12163,2,255,2.683333333,84
12485177,21530,251,253,8.7,39
11777191,23962,244,246,2.466666667,80.1
8738737,10651,260,123,5.533333333,21.9
15063161,18388,181,183,19.3,75.9
10485304,22579,344,253,5.916666667,73.9
5975872,12556,109,21,3.416666667,66
14193064,17447,303,323,11.55,60.1
13357240,14779,21,107,4.233333333,53.1
3437297,22044,56,92,5.383333333,80.1
7290026,15955,134,110,18.18333333,80.1
7481149,22078,156,114,8.85,75.9
2237806,19669,47,99,10.9,80.1
8320530,16443,133,84,2.6,55
7913756,10069,507,116,6.05,50
2273153,21608,340,286,21.51666667,60.1
3231077,12418,5,291,20.31666667,77
13500257,10667,88,133,10.43333333,43
3690902,12356,331,134,15.68333333,66.9
2083905,11635,97,50,13.16666667,73.9
2177323,23656,37,5,5.55,73.4
16479585,22402,94,118,4.516666667,82
10533954,24777,91,111,6.366666667,73
11441236,13703,141,332,13.5,72
15511391,19046,56,174,5.1,72
2609969,18331,92,77,8.716666667,71.1
3139595,24293,192,146,10.01666667,78.1
15831864,18459,49,182,19.15,73
3808630,16747,31,277,16.65,53.1
11874114,23360,145,112,14.56666667,73
10785004,15921,183,213,6.966666667,75
13587590,18539,177,459,27.01666667,72
4360623,12231,333,233,15.63333333,43
10794934,20000,74,43,25.31666667,88
15239689,18143,91,283,7.766666667,75
12424677,10237,349,112,17.75,53.1
11793250,24442,49,59,10.15,75.9
12044743,13700,331,365,3.3,69.1
9026293,22121,66,133,3.1,34
11584687,18285,354,469,28.06666667,82
4069154,12476,183,258,15.8,55.9
9549144,16790,211,291,9.65,50
15368673,19334,69,159,3.3,78.1
9734928,13084,96,69,19.56666667,82
16918598,17043,32,55,6.233333333,60.1
12541045,14334,148,237,9.933333333,61
7775563,12775,470,475,8.333333333,52
11438405,22291,258,340,17.81666667,72
14827907,17695,211,89,15.5,80.1
7368334,14691,321,55,14.98333333,73
15621332,13043,80,103,13.85,75.9
15037381,11016,48,181,9.833333333,80.1
12593601,17677,220,190,12.2,54
11027790,12486,143,340,5.983333333,70
14995336,10455,90,194,4.916666667,84.9
5083811,17435,298,115,13.71666667,81
2499834,16334,140,177,15.96666667,78.1
14128824,24280,146,376,15.36666667,59
12742179,11201,74,287,11.65,45
13871602,11254,432,354,6.05,52
4413663,11415,134,55,5.7,28.9
13302777,18374,507,158,9.566666667,39
11542538,22892,117,153,5.916666667,72
11746570,21475,52,152,23.83333333,87.1
3007962,20595,53,51,9.583333333,68
3738361,22429,176,143,9.15,62.1
6579834,16490,66,29,13.83333333,86
17488178,10857,306,468,25.43333333,37
12691594,17002,182,56,11.15,50
10358219,10803,287,125,12,86
11897314,14848,174,23,8.35,75
8968376,21644,91,112,3.45,39
10795906,21676,177,268,9.216666667,84.9
15380062,14849,30,36,20.98333333,75
11247477,20898,81,194,3.6,88
13609837,12764,36,5,6.35,46.9
5544150,17382,364,74,3.083333333,64
16939667,16705,91,29,13.78333333,71.1
13873999,23763,426,423,5.083333333,46
17063451,12787,56,37,12.48333333,66
15729153,10499,264,51,4.65,71.1
2259529,11258,285,66,13.8,61
1542417,13361,49,174,5.583333333,48
13351199,14216,59,72,3.633333333,34
16403523,24159,144,141,7.283333333,68
9061651,14502,321,178,8.183333333,44.1
16974953,19994,192,140,12.91666667,52
14431220,24390,159,69,2.783333333,73.9
11218076,15354,301,287,13.43333333,73
8288467,11840,66,77,2.15,48.9
15267606,12682,249,115,22.1,82.9
8254014,12658,152,13,7.033333333,41
13443882,13812,35,91,35.51666667,45
7635021,13179,287,59,8.216666667,75
9137228,10342,141,156,11.78333333,30.9
12891922,10285,211,50,12.83333333,27
3589285,24472,164,194,5.316666667,57
7807137,19796,211,195,9.133333333,61
13786133,14349,41,37,3.6,57
13469328,16132,77,111,11.31666667,59
11228132,14736,144,223,6.65,87.1
14186815,18186,60,93,4.15,73
10723370,22158,20,53,16.86666667,66
6624360,16525,161,181,8.366666667,84.9
12364711,17567,238,153,18.71666667,71.1
14042772,11217,75,47,13.85,82.9
2028961,23456,301,191,12.81666667,64.9
8259824,11894,261,122,2.683333333,61
8511239,22427,144,60,10.5,46.9
6844355,20353,112,66,7.416666667,70
6112853,12523,145,332,20.25,64
12097881,11076,241,320,4.65,62.1
5564881,23863,174,194,7.683333333,75
7996189,18204,451,470,32.43333333,70
7711906,13959,283,99,13.46666667,75.9
1383459,18421,52,284,5.05,59
13306230,23830,477,471,7.666666667,34
7730371,16365,180,359,6.333333333,54
4180771,17531,214,66,13.5,37
10263665,12921,172,211,4.666666667,68
13634493,13934,100,107,9.5,57
16299097,18053,315,77,15.31666667,63
4188247,20383,274,130,24.53333333,46
14993315,16320,113,35,40.85,81
5273121,15048,85,304,22.76666667,64
1467788,13493,313,211,18.7,73
15042748,12087,255,6,18.05,84.9
8199383,15441,37,72,9.166666667,68
1679380,14166,146,320,2.966666667,53.6
16543455,15115,77,33,6.083333333,73
11993899,13100,240,245,5.2,79
1146133,24281,220,296,5.7,19
4231808,23528,291,110,8.05,26.1
13526545,18805,164,67,18.5,52
14372196,23971,294,334,19.86666667,72
12872095,21383,181,23,8.5,33.1
2839926,24421,15,19,6.616666667,80.1
4621045,21773,177,114,13.81666667,62.1
13114569,16787,498,93,19.75,16
6728073,12737,241,26,25.86666667,82
8577140,17165,80,346,3.366666667,37.9
3236742,24746,205,129,3.75,75
5943826,16518,245,326,8.483333333,55.9
15322157,24126,163,332,12.15,88
17108898,24356,37,196,11.78333333,55.9
8521856,22849,37,255,11.35,35.1
11608369,14582,461,460,4.583333333,75
15360429,18882,170,120,5.216666667,75.9
15671688,11219,113,152,6.983333333,81
16848383,23063,38,195,14.31666667,60.1
5658024,12193,52,90,3.433333333,66.9
8914052,20770,76,321,12.06666667,48.9
3725251,20288,230,250,3.566666667,59
10166695,19761,133,134,16.75,81
1556205,24384,17,289,15.78333333,64.9
7740124,17260,74,282,16.33333333,57
12254240,19629,222,61,13.38333333,64.9
16611300,23262,268,127,11.45,91.9
6925959,18007,268,268,17.16666667,79
8734916,13212,77,255,12.36666667,18
8935758,23001,118,94,9.3,52
14966542,23385,172,142,6.85,75.9
15253871,16564,41,43,13.05,82.9
5562599,21102,67,343,3.566666667,80.1
11021364,10949,260,509,10.98333333,75.9
8783234,19526,69,60,8.016666667,41
6539735,24635,268,301,3.633333333,84.9
12451954,21835,180,47,58.76666667,57.9
11003072,24109,340,329,14.68333333,73.9
3325190,24730,192,134,4.066666667,70
1138976,11680,274,206,10.78333333,1
9627673,24142,185,152,17.55,63
10047866,14464,303,293,12.2,64.9
5366755,21210,174,133,3.766666667,66
14272415,13734,52,164,7.616666667,77
6876000,16340,74,81,12.23333333,82.9
6546823,19654,88,191,8.116666667,78.1
3078743,24838,69,285,13.26666667,68
7393262,14689,48,61,15.6,73
10439725,11596,482,475,7.083333333,69.1
17064248,14815,229,16,23.86666667,68
16515602,10878,81,128,18.2,77
16626219,20096,42,147,5.7,90
9557756,22762,321,212,10.83333333,53.1
6076443,20998,301,84,15.83333333,79
3900141,17518,344,238,23.83333333,61
16914830,18587,302,624,25.66666667,57.9
5603707,12178,88,24,16.66666667,57.9
8208875,21576,247,419,3.983333333,51.1
3708798,10377,43,192,9.366666667,63
7982500,12735,325,295,5.916666667,57
9946260,19473,111,7,17.18333333,70
12181919,18175,33,5,2.116666667,63
9008506,18312,448,472,41.51666667,37.9
9985882,15330,106,333,15.15,59
15084890,19636,138,118,4.783333333,80.1
11836660,22407,342,241,9.416666667,75.9
15779681,18924,181,133,3.716666667,75.9
2761947,16906,58,113,10.28333333,66.9
7952154,11403,174,29,12.23333333,63
13116655,19928,283,142,11.21666667,27
8567317,16359,40,134,6.783333333,34
16556395,16192,228,491,9.433333333,90
6919113,22783,287,38,6.933333333,90
7078842,11717,420,345,4.75,72
11044034,15407,305,183,4.316666667,78.1
14241165,23533,77,137,13.21666667,71.1
10836797,22855,195,91,9.65,84
14796964,21169,192,158,16.5,73
9277949,19322,287,278,22.51666667,70
14275183,15677,43,91,6.866666667,79
12502128,16925,283,125,10.1,48
17156239,13381,23,31,3.566666667,37.9
7616663,24187,332,347,13.93333333,79
5227064,14012,191,283,4.083333333,46.9
13812836,24768,333,158,6.85,70
14415736,23472,337,48,4.416666667,82
13799270,18453,36,106,12.46666667,75.9
16173292,15399,333,331,14.4,68
13126722,16536,146,321,13.4,34
9950466,23074,26,75,16.7,57
13874212,22950,256,300,14.28333333,46
16506122,10756,153,115,3.933333333,66.9
9089779,15759,19,55,4.383333333,33.1
9178643,21057,273,90,14.93333333,60.1
15723528,14790,111,173,10.15,71.1
5575650,20233,81,32,14.58333333,81
11919010,17424,195,110,7.283333333,79
12791473,20190,304,220,9.183333333,34
6367066,17931,49,268,17.33333333,77
10410259,13143,313,173,19.91666667,75
14041764,23140,47,69,45.03333333,84
10610464,12685,289,152,14.86666667,73
13273222,14600,165,254,5.25,63
1188722,20170,118,199,10.6,34
7834329,24839,176,143,7.566666667,54
7263506,16647,300,85,17.4,84.9
7586813,21248,174,277,19.21666667,66
10289647,23278,13,332,2.566666667,79
17244153,21434,125,198,9.366666667,37.9
1917585,21954,112,85,21.75,86
13280271,19445,289,180,5.716666667,55
14680425,11018,75,191,3.666666667,80.1
17254667,19991,98,302,25.25,37.9
8605296,18029,230,493,9.283333333,34
16923972,12801,141,143,5.183333333,59
8379599,11678,289,94,4.283333333,39.2
11630339,11816,61,173,19.76666667,64
16913560,11914,289,286,13.7,57
4118527,18138,53,100,4.783333333,48.9
8453448,22797,181,74,3.983333333,46
13797695,24275,112,43,10.93333333,78.1
14676808,17613,36,74,9.733333333,71.1
9170471,21067,126,299,22.56666667,46
2804756,14369,229,227,4,86
13860023,19612,51,91,5.383333333,46.9
1938107,21865,25,37,10.83333333,73.9
10400844,23897,172,210,14.01666667,73.9
14496956,21893,173,191,12.96666667,91
5782575,14190,320,75,9.966666667,82
15401023,13124,48,31,4.65,77
8903897,18059,66,212,4.516666667,46.9
8898319,21364,347,468,21.06666667,59
13469912,21187,51,199,8.2,66
16518322,18040,194,177,24.51666667,73.9
10940547,19845,596,597,14.1,84.9
2993116,10505,275,175,18.21666667,75.9
12720747,14767,300,117,3.666666667,48
9072623,13290,77,134,4.35,60.1
11849864,16117,190,177,11.53333333,66.9
11837601,22795,219,509,11.98333333,77
9018620,20266,174,142,12.01666667,28.4
14789101,17181,134,77,8.95,75.9
3881777,10640,223,67,4.833333333,45
4866752,24695,32,320,4.65,55.9
9131605,17124,53,212,3.45,36
3928818,13592,192,198,5.383333333,54
6391919,24411,142,52,5.883333333,69.1
13710777,17031,198,208,14.5,71.1
15183090,10480,62,76,26.11666667,71.1
12407778,12546,291,173,12.15,53.1
16039104,21452,40,274,15.6,73
4845414,13733,153,331,15.91666667,64
17456039,23727,41,38,12.35,37
9998238,21889,174,29,12.53333333,70
8095809,24761,342,219,19.48333333,53.1
7871258,19301,253,463,7.25,64
17389441,22505,43,192,8.183333333,51.1
1576016,23186,192,26,14.06666667,50
13341466,16618,142,192,12.06666667,27
7957905,15760,91,53,7.833333333,46
15961285,22979,195,90,4.5,80.1
14276476,21709,291,289,3.15,77
2321952,23640,333,260,17.96666667,82.9
8754701,17610,38,164,3.716666667,24.1
7519188,11735,71,156,21.98333333,75.9
6939302,23955,74,85,10.21666667,88
11803854,21663,277,210,6.6,71.1
2571817,12738,272,36,18.88333333,69.1
1152248,14039,129,241,8.7,26.1
6559132,17888,60,166,14.81666667,82
9415567,14834,153,115,3.683333333,50
6132966,22753,57,148,21.11666667,71.1
5726321,22002,374,183,16.93333333,57.9
4564906,19315,165,190,10.93333333,21
6001985,11398,177,313,7.466666667,73.9
3326919,24477,114,244,9.833333333,68
9548846,23658,224,141,6.966666667,48
1137884,10542,322,328,8.4,33.1
5074333,21315,87,58,8.35,68
9195511,19807,108,282,3.283333333,55
3818564,21417,195,324,23.9,55.9
9091004,16025,156,243,21.53333333,34
10490261,14233,129,218,16.1,68
9414034,13329,43,53,9.5,48.2
13009748,10733,217,350,9.033333333,26.1
12691253,24394,220,48,19.01666667,50
9881065,14392,144,142,18.43333333,81
7510424,19037,22,203,29.08333333,82.9
8424878,13033,342,146,8.566666667,37.9
8995351,18478,289,144,7.566666667,42.1
10358464,18032,210,158,9.133333333,86
3943895,13468,202,75,11.75,57.9
2601780,22103,192,48,9.533333333,62.1
10243186,12533,297,141,24.71666667,81
14370463,16890,26,40,9.883333333,66.9
10964234,20591,26,177,17.61666667,84.9
15419970,23160,307,188,4.016666667,71.1
4749100,24918,244,344,6.616666667,64.9
13364153,21388,463,457,7.083333333,61
4105538,10897,347,114,5.766666667,44.1
9365280,17407,112,192,4.35,42.8
3522867,23131,199,91,15.9,77
17462057,22270,66,77,2.916666667,21.9
11100608,11445,534,537,6.716666667,88
1354227,18024,192,13,27.21666667,51.1
9196794,10125,346,41,17.85,48.9
2120447,10202,44,112,11.08333333,82.9
10402325,13698,77,198,3.616666667,72
11958413,13436,126,459,35.63333333,66
10246074,14777,251,227,15.55,73.9
12947945,13425,85,196,5.483333333,35.1
4566718,11113,303,296,3.783333333,30
9172040,13477,91,3,17.16666667,37.9
9106514,24712,289,46,6.533333333,30.9
1151961,13861,59,283,12.21666667,24.1
6073826,17500,53,99,9.766666667,82.9
1772582,21655,36,134,5.45,66
16716188,20274,180,172,14.7,61
16115099,18978,69,116,5.6,72
5964147,19124,374,75,18.8,57
1695298,21009,131,56,32.16666667,59
6954955,14730,501,502,3.15,82
7836372,23594,322,423,6.116666667,57.9
17244772,11147,168,338,4.383333333,39
7667608,18062,254,94,19.9,73
17450921,13762,325,478,15,34
8162481,15714,212,283,6.816666667,51.1
14977494,16308,148,42,9.483333333,91
16508680,17957,191,98,9.566666667,69.1
12580000,18272,100,54,7.983333333,69.1
7921225,22031,125,66,6.933333333,61
13411548,10458,198,198,7.566666667,30.9
14604234,19622,46,212,7.516666667,75.9
7743920,23821,192,30,15.88333333,53.1
2306321,24744,97,194,24.56666667,75.9
13468832,24145,354,432,7.4,59
10487617,12141,253,465,7.283333333,72
14432160,12968,195,40,8.55,77
2154454,11330,199,24,3.066666667,87.1
10258195,12416,359,212,8.733333333,73.9
16169836,20067,364,31,3.616666667,66
13874994,14752,153,115,3.516666667,48
15166666,20862,108,47,16.7,78.1
16214390,10112,39,340,25.68333333,81
14611521,10588,98,350,27.75,75
13939960,24031,152,13,2.566666667,57
10420493,20685,100,346,10.28333333,75.9
4787772,21517,232,114,3.9,43
12308433,19709,333,58,4.65,62.1
1983700,19373,43,312,46.03333333,80.1
12504847,23235,73,80,5.916666667,44.1
12945371,11160,596,600,8.95,34
11264829,16900,181,142,8.4,90
12920527,17228,314,463,14.41666667,10
16899026,16250,142,194,8.366666667,60.1
11969333,12040,157,177,17.11666667,87.1
8833808,22201,195,38,5.466666667,43
11390976,21047,85,91,17.48333333,84
9688642,15965,85,177,22.43333333,73.9
13800753,16375,287,223,20.61666667,73.9
17258031,13814,29,210,2.866666667,35.6
13417037,20828,47,283,9.35,39.9
13736989,23301,255,284,6.383333333,44.1
16915984,16869,46,51,9.433333333,57.9
4158425,21183,48,196,11.63333333,45
9374010,23327,75,96,4.683333333,46.9
8936385,19442,197,174,4.616666667,50
16989667,18151,420,121,7.383333333,61
16469864,20321,354,520,4.6,75.9
17505913,10248,211,364,10.36666667,42.1
10516887,15319,195,44,4.333333333,77
5046655,17032,59,338,5.3,62.1
7322064,22009,310,223,9.533333333,88
17497055,10250,107,5,7.966666667,39.9
5574992,17498,50,174,6.25,81
14666150,22072,74,180,15.98333333,79
12846888,24420,209,206,3.383333333,37
14718705,18786,61,158,3.716666667,68
16576768,20445,334,245,15.28333333,91.9
10935191,14250,174,49,5.266666667,82
7731098,16394,225,307,4.033333333,55
8800931,21510,45,130,31.06666667,35.1
10670024,10183,177,254,16.85,82.9
11644638,24984,20,48,9.25,66
14195456,22215,373,518,12.86666667,72
13826516,16699,182,77,14.18333333,44.1
3074650,24214,100,110,5.9,79
3099882,22681,110,31,3.316666667,80.1
2359819,21131,291,53,7.2,78.1
16874992,11435,319,114,13.4,79
9121985,19878,164,103,7.55,37
15772739,14100,61,67,10.28333333,75
12170992,21118,191,44,7.283333333,62.1
15110564,11638,48,181,7.933333333,75.9
1244318,20061,277,100,12.38333333,24.1
15557549,21677,192,233,5.716666667,71.1
7148717,22966,106,47,10,73
9518062,20804,286,289,21.38333333,68
7800259,15568,133,47,6.1,57.9
3087149,24306,100,91,14.85,68
7483953,11482,239,472,5.233333333,70
2590409,19976,303,300,10.96666667,64.9
3557211,23501,349,340,3.733333333,54
3457744,22283,74,49,9.166666667,81
3831771,12445,259,260,6.15,71.1
8873717,14534,89,77,9.366666667,60.1
13462555,21809,142,199,5.883333333,39
14709449,22116,77,183,25,82
13759279,17383,54,260,24.48333333,66.9
6633843,11431,334,300,11.21666667,77
4761759,21754,153,302,3.466666667,51.1
10216294,22163,370,91,25.98333333,91
15391623,10599,174,29,14.21666667,82
6349093,21347,74,98,8.75,70
4503652,21816,138,140,8.966666667,16
6908866,10325,114,459,23.93333333,69.1
13375324,16204,117,296,3.633333333,45
15341654,23199,258,276,11.45,73
6453645,10564,60,333,10.03333333,80.1
4447881,11615,130,310,7.933333333,41
1828540,23011,130,289,19.33333333,84.9
8458551,12030,87,340,7.3,46.9
1158068,18867,326,117,14.06666667,5
17047327,19253,232,331,19.31666667,68
13336110,19692,91,195,10.68333333,30.9
2929636,23205,30,86,4.066666667,82.9
4989152,12502,188,181,23.31666667,55.9
1194085,20912,15,286,13.71666667,27
4851509,22307,53,74,3.316666667,63
6506344,10443,4,76,17.28333333,82.9
9063650,22870,28,44,15.75,48
13425915,21665,191,126,21.01666667,48.9
3026504,12963,140,327,17.13333333,70
3428880,20167,91,53,11.1,75.9
